Data_de_Nascimento;Sexo;Renda_Familiar;Recebe_Auxilio;Q_Reprovacoes
19/01/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
09/12/1988;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;3
17/03/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
20/05/1988;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
29/10/1993;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
24/08/1983;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;14
20/07/1981;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;12
05/10/1978;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
06/04/1958;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;7
07/12/1994;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
14/05/1985;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
30/06/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;11
28/09/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;5
04/01/1999;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
22/02/1990;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;14
10/01/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);MORADIA ESTUDANTIL (EXCETO ANGICOS);7
12/03/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;14
28/02/1980;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
15/11/1993;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);24
08/01/1994;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;13
01/07/1990;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;16
04/07/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;3
15/06/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
04/05/1982;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;9
03/02/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);1
13/04/1998;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
17/01/1997;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;3
03/04/1980;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
04/12/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
09/06/2000;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
25/06/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;11
15/09/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
06/02/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
21/04/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);MORADIA ESTUDANTIL (EXCETO ANGICOS);
20/10/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;9
29/07/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
27/01/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
29/08/1996;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA PERMANÊNCIA ACADÊMICA;6
11/10/1969;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
02/03/1992;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
09/02/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
30/01/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;9
26/09/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
26/01/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
19/07/1981;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;7
21/03/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
19/06/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
14/02/1995;F;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;2
09/07/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
13/03/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
12/06/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
22/04/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
27/11/1972;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
31/01/1997;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);MORADIA ESTUDANTIL (EXCETO ANGICOS);3
28/05/1999;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;
25/09/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
24/08/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
28/10/1979;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;6
12/07/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
18/03/1992;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
07/05/1993;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;
12/08/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
16/12/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;
29/10/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
28/01/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
07/12/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);8
28/04/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
10/06/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;12
31/07/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;15
22/07/1992;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;4
31/01/1991;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;
18/03/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
25/03/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
27/12/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
08/06/1991;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;10
28/06/1998;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;1
22/08/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
04/11/1998;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
17/05/1992;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
09/04/1994;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
11/07/1993;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
22/08/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);MORADIA ESTUDANTIL (EXCETO ANGICOS);
08/03/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
19/06/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;10
06/09/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
31/12/1996;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
21/08/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
30/04/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
28/01/1993;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;10
04/01/1991;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
30/11/1999;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;2
28/08/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
10/05/1986;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;14
30/11/1991;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
29/06/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;10
11/12/1992;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
19/09/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
15/11/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;24
15/02/1992;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;2
27/09/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
26/05/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;8
18/11/1992;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;18
10/05/1992;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;8
21/05/1983;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
05/07/1999;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
18/05/1987;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;9
29/11/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;11
04/06/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
05/07/1991;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;4
29/01/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
06/12/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;11
09/08/1972;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;
09/04/1987;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;17
31/07/1989;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
17/11/1992;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;32
17/09/1995;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
15/02/1999;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO MORADIA;2
21/01/1993;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;13
21/08/1991;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;5
15/09/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
06/10/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
01/02/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);2
16/12/1968;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;5
27/04/1997;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
23/08/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
15/03/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;11
13/11/1990;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;16
10/01/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;4
03/03/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;7
17/02/1993;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;14
31/10/1985;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);2
10/05/1998;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
11/09/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;5
09/05/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;7
20/01/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
20/02/1988;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
09/11/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;11
16/07/1994;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
20/07/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;22
31/08/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
19/05/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);BOLSA PERMANÊNCIA ACADÊMICA;2
06/12/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA PERMANÊNCIA ACADÊMICA;2
17/08/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
27/04/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
23/07/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
18/04/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;9
09/06/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;
11/08/1987;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
03/11/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
04/07/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
06/09/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
27/09/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;11
26/11/1986;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
17/10/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
11/12/1978;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
07/03/1986;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;6
29/12/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;
15/05/1995;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
26/06/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
27/01/1993;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
17/10/1990;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
15/05/1992;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
30/05/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
28/11/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
18/06/1980;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
15/06/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
17/10/1996;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;7
18/05/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
12/07/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
13/11/1988;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
26/08/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
16/02/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
08/11/1989;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;7
01/02/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
08/12/1992;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO MORADIA;2
07/01/1974;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;10
27/10/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;6
30/08/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;12
03/05/1999;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
19/11/1994;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;20
07/07/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;5
21/11/1987;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
25/04/1992;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;10
12/06/1989;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
28/04/2000;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
02/12/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
17/02/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;
25/05/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);12
11/09/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;17
19/09/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
26/07/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
03/05/1978;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
17/08/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;5
16/08/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;5
03/10/1990;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;10
25/11/1993;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;5
27/09/1988;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;12
22/07/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
23/11/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
28/05/1997;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
30/06/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
07/05/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
27/08/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO MORADIA;
03/01/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
25/09/1994;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;12
19/07/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;2
08/06/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
15/06/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
02/06/1995;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;2
05/09/1997;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;8
30/10/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);3
08/10/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;5
25/03/1993;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;6
19/05/1992;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
22/07/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;2
22/11/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;16
10/07/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
21/06/1989;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;5
04/04/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
12/04/1981;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
16/05/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
29/09/1984;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
28/03/2000;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
29/12/1998;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;2
13/12/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA APOIO AO ESPORTE;8
07/03/1989;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
05/10/1999;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;
23/10/1985;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA APOIO AO ESPORTE;13
12/11/1982;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
07/05/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
03/01/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
23/08/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
06/03/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO TRANSPORTE;1
29/03/1990;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;12
13/01/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;15
03/09/1992;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;23
20/12/1988;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
04/12/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA PERMANÊNCIA ACADÊMICA;
19/04/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
02/07/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO TRANSPORTE;2
